kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov
217203,Tanjung Pinang Kota,2172,Kota Tanjung Pinang,21,Kepulauan Riau
217204,Bukit Bestari,2172,Kota Tanjung Pinang,21,Kepulauan Riau
310101,Kepulauan Seribu Utara,3101,Kabupaten Administrasi Kepulauan Seribu,31,Daerah Khusus Ibukota Jakarta
310102,Kepulauan Seribu Selatan,3101,Kabupaten Administrasi Kepulauan Seribu,31,Daerah Khusus Ibukota Jakarta
317101,Gambir,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317102,Sawah Besar,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317103,Kemayoran,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317104,Senen,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317105,Cempaka Putih,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317106,Menteng,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317107,Tanah Abang,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317108,Johar Baru,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta
317201,Penjaringan,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta
317202,Tanjung Priok,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta
317203,Koja,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta
317204,Cilincing,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta
317205,Pademangan,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta
317206,Kelapa Gading,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta
317301,Cengkareng,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317302,Grogol Petamburan,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317303,Taman Sari,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317304,Tambora,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317305,Kebon Jeruk,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317306,Kalideres,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317307,Pal Merah,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317308,Kembangan,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta
317401,Tebet,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317402,Setiabudi,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317403,Mampang Prapatan,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317404,Pasar Minggu,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317405,Kebayoran Lama,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317406,Cilandak,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317407,Kebayoran Baru,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317408,Pancoran,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317409,Jagakarsa,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317410,Pesanggrahan,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta
317501,Matraman,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317502,Pulogadung,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317503,Jatinegara,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317504,Kramatjati,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317505,Pasar Rebo,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317506,Cakung,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317507,Duren Sawit,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317508,Makasar,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317509,Ciracas,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
317510,Cipayung,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta
320101,Cibinong,3201,Kabupaten Bogor,32,Jawa Barat
320102,Gunungputri,3201,Kabupaten Bogor,32,Jawa Barat
320103,Citeureup,3201,Kabupaten Bogor,32,Jawa Barat
320104,Sukaraja,3201,Kabupaten Bogor,32,Jawa Barat
320105,Babakan Madang,3201,Kabupaten Bogor,32,Jawa Barat
320106,Jonggol,3201,Kabupaten Bogor,32,Jawa Barat
320107,Cileungsi,3201,Kabupaten Bogor,32,Jawa Barat
320108,Cariu,3201,Kabupaten Bogor,32,Jawa Barat
320109,Sukamakmur,3201,Kabupaten Bogor,32,Jawa Barat
320110,Parung,3201,Kabupaten Bogor,32,Jawa Barat
320111,Gunungsindur,3201,Kabupaten Bogor,32,Jawa Barat
320112,Kemang,3201,Kabupaten Bogor,32,Jawa Barat
320113,Bojonggede,3201,Kabupaten Bogor,32,Jawa Barat
320114,Leuwiliang,3201,Kabupaten Bogor,32,Jawa Barat
320115,Ciampea,3201,Kabupaten Bogor,32,Jawa Barat
320116,Cibungbulang,3201,Kabupaten Bogor,32,Jawa Barat
320117,Pamijahan,3201,Kabupaten Bogor,32,Jawa Barat
320118,Rumpin,3201,Kabupaten Bogor,32,Jawa Barat
320119,Jasinga,3201,Kabupaten Bogor,32,Jawa Barat
320120,Parungpanjang,3201,Kabupaten Bogor,32,Jawa Barat
320121,Nanggung,3201,Kabupaten Bogor,32,Jawa Barat
320122,Cigudeg,3201,Kabupaten Bogor,32,Jawa Barat
320123,Tenjo,3201,Kabupaten Bogor,32,Jawa Barat
320124,Ciawi,3201,Kabupaten Bogor,32,Jawa Barat
320125,Cisarua,3201,Kabupaten Bogor,32,Jawa Barat
320126,Megamendung,3201,Kabupaten Bogor,32,Jawa Barat
320127,Caringin,3201,Kabupaten Bogor,32,Jawa Barat
320128,Cijeruk,3201,Kabupaten Bogor,32,Jawa Barat
320129,Ciomas,3201,Kabupaten Bogor,32,Jawa Barat
320130,Dramaga,3201,Kabupaten Bogor,32,Jawa Barat
320131,Tamansari,3201,Kabupaten Bogor,32,Jawa Barat
320132,Klapanunggal,3201,Kabupaten Bogor,32,Jawa Barat
320133,Ciseeng,3201,Kabupaten Bogor,32,Jawa Barat
320134,Rancabungur,3201,Kabupaten Bogor,32,Jawa Barat
320135,Sukajaya,3201,Kabupaten Bogor,32,Jawa Barat
320136,Tanjungsari,3201,Kabupaten Bogor,32,Jawa Barat
320137,Tajurhalang,3201,Kabupaten Bogor,32,Jawa Barat
320138,Cigombong,3201,Kabupaten Bogor,32,Jawa Barat
320139,Leuwisadeng,3201,Kabupaten Bogor,32,Jawa Barat
320140,Tenjolaya,3201,Kabupaten Bogor,32,Jawa Barat
320201,Palabuhanratu,3202,Kabupaten Sukabumi,32,Jawa Barat
320202,Simpenan,3202,Kabupaten Sukabumi,32,Jawa Barat
320203,Cikakak,3202,Kabupaten Sukabumi,32,Jawa Barat
320204,Bantargadung,3202,Kabupaten Sukabumi,32,Jawa Barat
320205,Cisolok,3202,Kabupaten Sukabumi,32,Jawa Barat
320206,Cikidang,3202,Kabupaten Sukabumi,32,Jawa Barat
320207,Lengkong,3202,Kabupaten Sukabumi,32,Jawa Barat
320208,Jampangtengah,3202,Kabupaten Sukabumi,32,Jawa Barat
320209,Warungkiara,3202,Kabupaten Sukabumi,32,Jawa Barat
320210,Cikembar,3202,Kabupaten Sukabumi,32,Jawa Barat
320211,Cibadak,3202,Kabupaten Sukabumi,32,Jawa Barat
320212,Nagrak,3202,Kabupaten Sukabumi,32,Jawa Barat
320213,Parungkuda,3202,Kabupaten Sukabumi,32,Jawa Barat
320214,Bojonggenteng,3202,Kabupaten Sukabumi,32,Jawa Barat
320215,Parakansalak,3202,Kabupaten Sukabumi,32,Jawa Barat
320216,Cicurug,3202,Kabupaten Sukabumi,32,Jawa Barat
320217,Cidahu,3202,Kabupaten Sukabumi,32,Jawa Barat
320218,Kalapanunggal,3202,Kabupaten Sukabumi,32,Jawa Barat
320219,Kabandungan,3202,Kabupaten Sukabumi,32,Jawa Barat
320220,Waluran,3202,Kabupaten Sukabumi,32,Jawa Barat
320221,Jampangkulon,3202,Kabupaten Sukabumi,32,Jawa Barat
320222,Ciemas,3202,Kabupaten Sukabumi,32,Jawa Barat
320223,Kalibunder,3202,Kabupaten Sukabumi,32,Jawa Barat
320224,Surade,3202,Kabupaten Sukabumi,32,Jawa Barat
320225,Cibitung,3202,Kabupaten Sukabumi,32,Jawa Barat
320226,Ciracap,3202,Kabupaten Sukabumi,32,Jawa Barat
320227,Gunungguruh,3202,Kabupaten Sukabumi,32,Jawa Barat
320228,Cicantayan,3202,Kabupaten Sukabumi,32,Jawa Barat
320229,Cisaat,3202,Kabupaten Sukabumi,32,Jawa Barat
320230,Kadudampit,3202,Kabupaten Sukabumi,32,Jawa Barat
320231,Caringin,3202,Kabupaten Sukabumi,32,Jawa Barat
320232,Sukabumi,3202,Kabupaten Sukabumi,32,Jawa Barat
320233,Sukaraja,3202,Kabupaten Sukabumi,32,Jawa Barat
320234,Kebonpedes,3202,Kabupaten Sukabumi,32,Jawa Barat
320235,Cireunghas,3202,Kabupaten Sukabumi,32,Jawa Barat
320236,Sukalarang,3202,Kabupaten Sukabumi,32,Jawa Barat
320237,Pabuaran,3202,Kabupaten Sukabumi,32,Jawa Barat
320238,Purabaya,3202,Kabupaten Sukabumi,32,Jawa Barat
320239,Nyalindung,3202,Kabupaten Sukabumi,32,Jawa Barat
320240,Gegerbitung,3202,Kabupaten Sukabumi,32,Jawa Barat
320241,Sagaranten,3202,Kabupaten Sukabumi,32,Jawa Barat
320242,Curugkembar,3202,Kabupaten Sukabumi,32,Jawa Barat
320243,Cidolog,3202,Kabupaten Sukabumi,32,Jawa Barat
320244,Cidadap,3202,Kabupaten Sukabumi,32,Jawa Barat
320245,Tegalbuleud,3202,Kabupaten Sukabumi,32,Jawa Barat
320246,Cimanggu,3202,Kabupaten Sukabumi,32,Jawa Barat
320247,Ciambar,3202,Kabupaten Sukabumi,32,Jawa Barat
320301,Cianjur,3203,Kabupaten Cianjur,32,Jawa Barat
320302,Warungkondang,3203,Kabupaten Cianjur,32,Jawa Barat
320303,Cibeber,3203,Kabupaten Cianjur,32,Jawa Barat
320304,Cilaku,3203,Kabupaten Cianjur,32,Jawa Barat
320305,Ciranjang,3203,Kabupaten Cianjur,32,Jawa Barat
320306,Bonjogpicung,3203,Kabupaten Cianjur,32,Jawa Barat
320307,Karangtengah,3203,Kabupaten Cianjur,32,Jawa Barat
320308,Mande,3203,Kabupaten Cianjur,32,Jawa Barat
320309,Sukaluyu,3203,Kabupaten Cianjur,32,Jawa Barat
320310,Pacet,3203,Kabupaten Cianjur,32,Jawa Barat
320311,Cugenang,3203,Kabupaten Cianjur,32,Jawa Barat
320312,Cikalongkulon,3203,Kabupaten Cianjur,32,Jawa Barat
320313,Sukaresmi,3203,Kabupaten Cianjur,32,Jawa Barat
320314,Sukanagara,3203,Kabupaten Cianjur,32,Jawa Barat
320315,Campaka,3203,Kabupaten Cianjur,32,Jawa Barat
320316,Takokak,3203,Kabupaten Cianjur,32,Jawa Barat
320317,Kadupandak,3203,Kabupaten Cianjur,32,Jawa Barat
320318,Pagelarang,3203,Kabupaten Cianjur,32,Jawa Barat
320319,Tanggeung,3203,Kabupaten Cianjur,32,Jawa Barat
320320,Cubinong,3203,Kabupaten Cianjur,32,Jawa Barat
320321,Sindangbarang,3203,Kabupaten Cianjur,32,Jawa Barat
320322,Agrabinta,3203,Kabupaten Cianjur,32,Jawa Barat
320323,Cidaun,3203,Kabupaten Cianjur,32,Jawa Barat
320324,Naringgul,3203,Kabupaten Cianjur,32,Jawa Barat
320325,Campakamulya,3203,Kabupaten Cianjur,32,Jawa Barat
320326,Cikadu,3203,Kabupaten Cianjur,32,Jawa Barat
320327,Gekbrong,3203,Kabupaten Cianjur,32,Jawa Barat
320328,Cipanas,3203,Kabupaten Cianjur,32,Jawa Barat
320329,Cijati,3203,Kabupaten Cianjur,32,Jawa Barat
320330,Leles,3203,Kabupaten Cianjur,32,Jawa Barat
320331,Haurwangi,3203,Kabupaten Cianjur,32,Jawa Barat
320332,Pasirkuda,3203,Kabupaten Cianjur,32,Jawa Barat
320405,Cileunyi,3204,Kabupaten Bandung,32,Jawa Barat
320406,Cimenyan,3204,Kabupaten Bandung,32,Jawa Barat
320407,Cilengkrang,3204,Kabupaten Bandung,32,Jawa Barat
320408,Bojongsoang,3204,Kabupaten Bandung,32,Jawa Barat
320409,Margahayu,3204,Kabupaten Bandung,32,Jawa Barat
320410,Margaasih,3204,Kabupaten Bandung,32,Jawa Barat
320411,Katapang,3204,Kabupaten Bandung,32,Jawa Barat
320412,Dayeuhkolot,3204,Kabupaten Bandung,32,Jawa Barat
320413,Banjaran,3204,Kabupaten Bandung,32,Jawa Barat
320414,Pameungpeuk,3204,Kabupaten Bandung,32,Jawa Barat
320415,Pangalengan,3204,Kabupaten Bandung,32,Jawa Barat
320416,Arjasari,3204,Kabupaten Bandung,32,Jawa Barat
320417,Cimaung,3204,Kabupaten Bandung,32,Jawa Barat
320425,Cicalengka,3204,Kabupaten Bandung,32,Jawa Barat
320426,Nagreg,3204,Kabupaten Bandung,32,Jawa Barat
320427,Cikancung,3204,Kabupaten Bandung,32,Jawa Barat
320428,Rancaekek,3204,Kabupaten Bandung,32,Jawa Barat
320429,Ciparay,3204,Kabupaten Bandung,32,Jawa Barat
320430,Pacet,3204,Kabupaten Bandung,32,Jawa Barat
320431,Kertasari,3204,Kabupaten Bandung,32,Jawa Barat
320432,Baleendah,3204,Kabupaten Bandung,32,Jawa Barat
320433,Majalaya,3204,Kabupaten Bandung,32,Jawa Barat
320434,Solokanjeruk,3204,Kabupaten Bandung,32,Jawa Barat
320435,Paseh,3204,Kabupaten Bandung,32,Jawa Barat
320436,Ibun,3204,Kabupaten Bandung,32,Jawa Barat
320437,Soreang,3204,Kabupaten Bandung,32,Jawa Barat
320438,Pasirjambu,3204,Kabupaten Bandung,32,Jawa Barat
320439,Ciwidey,3204,Kabupaten Bandung,32,Jawa Barat
320440,Rancabali,3204,Kabupaten Bandung,32,Jawa Barat
320444,Cangkuang,3204,Kabupaten Bandung,32,Jawa Barat
320446,Kutawaringin,3204,Kabupaten Bandung,32,Jawa Barat
320501,Garut Kota,3205,Kabupaten Garut,32,Jawa Barat
320502,Karangpawitan,3205,Kabupaten Garut,32,Jawa Barat
320503,Wanaraja,3205,Kabupaten Garut,32,Jawa Barat
320504,Tarogong Kaler,3205,Kabupaten Garut,32,Jawa Barat
320505,Tarogong Kidul,3205,Kabupaten Garut,32,Jawa Barat
320506,Banyuresmi,3205,Kabupaten Garut,32,Jawa Barat
320507,Samarang,3205,Kabupaten Garut,32,Jawa Barat
320508,Pasirwangi,3205,Kabupaten Garut,32,Jawa Barat
320509,Leles,3205,Kabupaten Garut,32,Jawa Barat
320510,Kadungora,3205,Kabupaten Garut,32,Jawa Barat
320511,Leuwigoong,3205,Kabupaten Garut,32,Jawa Barat
320512,Cibatu,3205,Kabupaten Garut,32,Jawa Barat
320513,Kersamanah,3205,Kabupaten Garut,32,Jawa Barat
320514,Malangbong,3205,Kabupaten Garut,32,Jawa Barat
320515,Sukawening,3205,Kabupaten Garut,32,Jawa Barat
320516,Karangtengah,3205,Kabupaten Garut,32,Jawa Barat
320517,Bayongbong,3205,Kabupaten Garut,32,Jawa Barat
320518,Cigedug,3205,Kabupaten Garut,32,Jawa Barat
320519,Cilawu,3205,Kabupaten Garut,32,Jawa Barat
320520,Cisurupan,3205,Kabupaten Garut,32,Jawa Barat
320521,Sukaresmi,3205,Kabupaten Garut,32,Jawa Barat
320522,Cikajang,3205,Kabupaten Garut,32,Jawa Barat
320523,Banjarwangi,3205,Kabupaten Garut,32,Jawa Barat
320524,Singajaya,3205,Kabupaten Garut,32,Jawa Barat
320525,Cihurip,3205,Kabupaten Garut,32,Jawa Barat
320526,Peundeuy,3205,Kabupaten Garut,32,Jawa Barat
320527,Pameungpeuk,3205,Kabupaten Garut,32,Jawa Barat
320528,Cisompet,3205,Kabupaten Garut,32,Jawa Barat
320529,Cibalong,3205,Kabupaten Garut,32,Jawa Barat
320530,Cikelet,3205,Kabupaten Garut,32,Jawa Barat
320531,Bungbulang,3205,Kabupaten Garut,32,Jawa Barat
320532,Mekarmukti,3205,Kabupaten Garut,32,Jawa Barat
320533,Pakenjeng,3205,Kabupaten Garut,32,Jawa Barat
320534,Pamulihan,3205,Kabupaten Garut,32,Jawa Barat
320535,Cisewu,3205,Kabupaten Garut,32,Jawa Barat
320536,Caringin,3205,Kabupaten Garut,32,Jawa Barat
320537,Talegong,3205,Kabupaten Garut,32,Jawa Barat
320538,Limbangan,3205,Kabupaten Garut,32,Jawa Barat
320539,Selaawi,3205,Kabupaten Garut,32,Jawa Barat
320540,Cibiuk,3205,Kabupaten Garut,32,Jawa Barat
320541,Pangatikan,3205,Kabupaten Garut,32,Jawa Barat
320542,Sucinaraja,3205,Kabupaten Garut,32,Jawa Barat
320601,Cipatujah,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320602,Karangnunggal,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320603,Cikalong,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320604,Pancatengah,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320605,Cikatomas,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320606,Cibalong,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320607,Parungponteng,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320608,Bantarkalong,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320609,Bojongasih,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320610,Culamega,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320611,Bojonggambir,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320612,Sodonghilir,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320613,Taraju,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320614,Salawu,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320615,Puspahiang,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320616,Tanjungjaya,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320617,Sukaraja,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320618,Salopa,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320619,Jatiwaras,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320620,Cineam,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320621,Karang Jaya,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320622,Manonjaya,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320623,Gunung Tanjung,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320624,Singaparna,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320625,Mangunreja,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320626,Sukarame,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320627,Cigalontang,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320628,Leuwisari,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320629,Padakembang,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320630,Sariwangi,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320631,Sukaratu,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320632,Cisayong,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320633,Sukahening,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320634,Rajapolah,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320635,Jamanis,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320636,Ciawi,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320637,Kadipaten,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320638,Pagerageung,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320639,Sukaresik,3206,Kabupaten Tasikmalaya,32,Jawa Barat
320701,Ciamis,3207,Kabupaten Ciamis,32,Jawa Barat
320702,Cikoneng,3207,Kabupaten Ciamis,32,Jawa Barat
320703,Cijeungjing,3207,Kabupaten Ciamis,32,Jawa Barat
320704,Sadananya,3207,Kabupaten Ciamis,32,Jawa Barat
320705,Cidolog,3207,Kabupaten Ciamis,32,Jawa Barat
320706,Cihaurbeuti,3207,Kabupaten Ciamis,32,Jawa Barat
320707,Panumbangan,3207,Kabupaten Ciamis,32,Jawa Barat
320708,Panjalu,3207,Kabupaten Ciamis,32,Jawa Barat
320709,Kawali,3207,Kabupaten Ciamis,32,Jawa Barat
320710,Panawangan,3207,Kabupaten Ciamis,32,Jawa Barat
320711,Cipaku,3207,Kabupaten Ciamis,32,Jawa Barat
320712,Jatinagara,3207,Kabupaten Ciamis,32,Jawa Barat
320713,Rajadesa,3207,Kabupaten Ciamis,32,Jawa Barat
320714,Sukadana,3207,Kabupaten Ciamis,32,Jawa Barat
320715,Rancah,3207,Kabupaten Ciamis,32,Jawa Barat
320716,Tambaksari,3207,Kabupaten Ciamis,32,Jawa Barat
320717,Lakbok,3207,Kabupaten Ciamis,32,Jawa Barat
320718,Banjarsari,3207,Kabupaten Ciamis,32,Jawa Barat
320719,Pamarican,3207,Kabupaten Ciamis,32,Jawa Barat
320729,Cimaragas,3207,Kabupaten Ciamis,32,Jawa Barat
320730,Cisaga,3207,Kabupaten Ciamis,32,Jawa Barat
320731,Sindangkasih,3207,Kabupaten Ciamis,32,Jawa Barat
320732,Baregbeg,3207,Kabupaten Ciamis,32,Jawa Barat
320733,Sukamantri,3207,Kabupaten Ciamis,32,Jawa Barat
320734,Lumbung,3207,Kabupaten Ciamis,32,Jawa Barat
320735,Purwadadi,3207,Kabupaten Ciamis,32,Jawa Barat
320737,Banjaranyar,3207,Kabupaten Ciamis,32,Jawa Barat
320801,Kadugede,3208,Kabupaten Kuningan,32,Jawa Barat
320802,Ciniru,3208,Kabupaten Kuningan,32,Jawa Barat
320803,Subang,3208,Kabupaten Kuningan,32,Jawa Barat
320804,Ciwaru,3208,Kabupaten Kuningan,32,Jawa Barat
320805,Cibingbin,3208,Kabupaten Kuningan,32,Jawa Barat
320806,Luragung,3208,Kabupaten Kuningan,32,Jawa Barat
320807,Lebakwangi,3208,Kabupaten Kuningan,32,Jawa Barat
320808,Garawangi,3208,Kabupaten Kuningan,32,Jawa Barat
320809,Kuningan,3208,Kabupaten Kuningan,32,Jawa Barat
320810,Ciawigebang,3208,Kabupaten Kuningan,32,Jawa Barat
320811,Cidahu,3208,Kabupaten Kuningan,32,Jawa Barat
320812,Jalaksana,3208,Kabupaten Kuningan,32,Jawa Barat
320813,Cilimus,3208,Kabupaten Kuningan,32,Jawa Barat
320814,Mandirancan,3208,Kabupaten Kuningan,32,Jawa Barat
320815,Selajambe,3208,Kabupaten Kuningan,32,Jawa Barat
320816,Kramatmulya,3208,Kabupaten Kuningan,32,Jawa Barat
320817,Darma,3208,Kabupaten Kuningan,32,Jawa Barat
320818,Cigugur,3208,Kabupaten Kuningan,32,Jawa Barat
320819,Pasawahan,3208,Kabupaten Kuningan,32,Jawa Barat
320820,Nusaherang,3208,Kabupaten Kuningan,32,Jawa Barat
320821,Cipicung,3208,Kabupaten Kuningan,32,Jawa Barat
320822,Pancalang,3208,Kabupaten Kuningan,32,Jawa Barat
320823,Japara,3208,Kabupaten Kuningan,32,Jawa Barat
320824,Cimahi,3208,Kabupaten Kuningan,32,Jawa Barat
320825,Cilebak,3208,Kabupaten Kuningan,32,Jawa Barat
320826,Hantara,3208,Kabupaten Kuningan,32,Jawa Barat
320827,Kalimanggis,3208,Kabupaten Kuningan,32,Jawa Barat
320828,Cibeureum,3208,Kabupaten Kuningan,32,Jawa Barat
320829,Karangkancana,3208,Kabupaten Kuningan,32,Jawa Barat
320830,Maleber,3208,Kabupaten Kuningan,32,Jawa Barat
320831,Sindangagung,3208,Kabupaten Kuningan,32,Jawa Barat
320832,Cigandamekar,3208,Kabupaten Kuningan,32,Jawa Barat
320901,Waled,3209,Kabupaten Cirebon,32,Jawa Barat
320902,Ciledug,3209,Kabupaten Cirebon,32,Jawa Barat
320903,Losari,3209,Kabupaten Cirebon,32,Jawa Barat
320904,Pabedilan,3209,Kabupaten Cirebon,32,Jawa Barat
320905,Babakan,3209,Kabupaten Cirebon,32,Jawa Barat
320906,Karangsembung,3209,Kabupaten Cirebon,32,Jawa Barat
320907,Lemahabang,3209,Kabupaten Cirebon,32,Jawa Barat
320908,Susukan Lebak,3209,Kabupaten Cirebon,32,Jawa Barat
320909,Sedong,3209,Kabupaten Cirebon,32,Jawa Barat
320910,Astanajapura,3209,Kabupaten Cirebon,32,Jawa Barat
320911,Pangenan,3209,Kabupaten Cirebon,32,Jawa Barat
320912,Mundu,3209,Kabupaten Cirebon,32,Jawa Barat
320913,Beber,3209,Kabupaten Cirebon,32,Jawa Barat
320914,Talun,3209,Kabupaten Cirebon,32,Jawa Barat
320915,Sumber,3209,Kabupaten Cirebon,32,Jawa Barat
320916,Dukupuntang,3209,Kabupaten Cirebon,32,Jawa Barat
320917,Palimanan,3209,Kabupaten Cirebon,32,Jawa Barat
320918,Plumbon,3209,Kabupaten Cirebon,32,Jawa Barat
320919,Weru,3209,Kabupaten Cirebon,32,Jawa Barat
320920,Kedawung,3209,Kabupaten Cirebon,32,Jawa Barat
320921,Gunung Jati,3209,Kabupaten Cirebon,32,Jawa Barat
320922,Kepetakan,3209,Kabupaten Cirebon,32,Jawa Barat
320923,Klangenan,3209,Kabupaten Cirebon,32,Jawa Barat
320924,Arjawinangun,3209,Kabupaten Cirebon,32,Jawa Barat
320925,Panguragan,3209,Kabupaten Cirebon,32,Jawa Barat
320926,Ciwaringin,3209,Kabupaten Cirebon,32,Jawa Barat
320927,Susukan,3209,Kabupaten Cirebon,32,Jawa Barat
320928,Gegesik,3209,Kabupaten Cirebon,32,Jawa Barat
320929,Kaliwedi,3209,Kabupaten Cirebon,32,Jawa Barat
320930,Gebang,3209,Kabupaten Cirebon,32,Jawa Barat
320931,Depok,3209,Kabupaten Cirebon,32,Jawa Barat
320932,Pasaleman,3209,Kabupaten Cirebon,32,Jawa Barat
320933,Pabuaran,3209,Kabupaten Cirebon,32,Jawa Barat
320934,Karangwareng,3209,Kabupaten Cirebon,32,Jawa Barat
320935,Tengah Tani,3209,Kabupaten Cirebon,32,Jawa Barat
320936,Plered,3209,Kabupaten Cirebon,32,Jawa Barat
320937,Gempol,3209,Kabupaten Cirebon,32,Jawa Barat
320938,Greged,3209,Kabupaten Cirebon,32,Jawa Barat
320939,Suranenggala,3209,Kabupaten Cirebon,32,Jawa Barat
320940,Jamblang,3209,Kabupaten Cirebon,32,Jawa Barat
321001,Lemahsugih,3210,Kabupaten Majalengka,32,Jawa Barat
321002,Bantarujeg,3210,Kabupaten Majalengka,32,Jawa Barat
321003,Cikijing,3210,Kabupaten Majalengka,32,Jawa Barat
321004,Talaga,3210,Kabupaten Majalengka,32,Jawa Barat
